earliest,latest,currentdbname,count,"all_query"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",18,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df236ec280 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",21,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1dccc820c00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",21,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1df236ec280 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",7,"owner id=process1dbdc5208c8 mode=RangeI-N requestType=convert"
"2026/01/24 19:12:19.480","2026/01/24 19:12:19.490","csa_db",42,"owner id=process1dc00f6fc28 mode=RangeS-S"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",15,"owner id=process1e601819088 mode=RangeI-N requestType=convert"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",14,"owner id=process1e601819088 mode=RangeS-S"
"2026/01/24 19:12:19.490","2026/01/24 19:12:19.490","csa_db",20,"owner id=process1e7ccf8cca8 mode=RangeI-N requestType=convert"
"2026/01/24 19:12:19.480","2026/01/24 19:12:19.490","csa_db",24,"owner id=process1e7ccf8cca8 mode=RangeS-S"
"2026/01/24 17:22:22.930","2026/01/24 19:12:19.490","csa_db",69,"owner id=process1e7d3a6bc28 mode=RangeS-S"
"2026/01/24 19:12:19.480","2026/01/24 19:12:19.480","csa_db",9,"deadlock victim=process1dc00f1d848"
"2026/01/24 18:44:05.620","2026/01/24 19:12:19.480","csa_db",16,"deadlock victim=process1dc00f6fc28"
"2026/01/24 17:29:58.150","2026/01/24 19:12:19.480","csa_db",16,"if exists (select 1 from dbo.account_customer where customer_id=@customer_id and account_number=@account_number     "
"2026/01/24 19:12:19.480","2026/01/24 19:12:19.480","csa_db",11,"owner id=process1dbdc5208c8 mode=RangeS-S"
"2026/01/24 19:11:11.790","2026/01/24 19:12:19.480","csa_db",18,"owner id=process1dc00f1d848 mode=RangeI-N requestType=convert"
"2026/01/24 19:12:19.480","2026/01/24 19:12:19.480","csa_db",9,"owner id=process1dc00f6fc28 mode=RangeI-N requestType=convert"
"2026/01/24 19:11:11.790","2026/01/24 19:11:11.790","csa_db",21,"deadlock victim=process1db2ae51848"
"2026/01/24 19:11:11.790","2026/01/24 19:11:11.790","csa_db",5,"deadlock victim=process1dc2baa8ca8"
"2026/01/24 19:11:11.790","2026/01/24 19:11:11.790","csa_db",8,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e15e19dd00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:25:37.330","2026/01/24 19:11:11.790","csa_db",30,"owner id=process1dc2baa8ca8 mode=RangeS-S"
"2026/01/24 17:22:22.930","2026/01/24 19:11:11.790","csa_db",27,"owner id=process1e7d3a6bc28 mode=RangeI-N requestType=convert"
"2026/01/24 19:10:10.330","2026/01/24 19:10:10.330","csa_db",8,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df188d1180 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:11:22.680","2026/01/24 19:10:10.330","csa_db",39,"owner id=process1db28e3cca8 mode=RangeS-S"
"2026/01/24 19:10:10.330","2026/01/24 19:10:10.330","csa_db",1,"owner id=process1dbdf8e5848 mode=RangeI-N requestType=convert"
"2026/01/24 19:04:41.850","2026/01/24 19:10:10.330","csa_db",11,"owner id=process1dbdf8e5848 mode=RangeS-S"
"2026/01/24 19:10:10.330","2026/01/24 19:10:10.330","csa_db",9,"owner id=process1e6144e88c8 mode=RangeI-N requestType=convert"
"2026/01/24 19:06:53.500","2026/01/24 19:06:53.500","csa_db",7,"deadlock victim=process1e6144e88c8"
"2026/01/24 19:06:53.500","2026/01/24 19:06:53.500","csa_db",1,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e1607fbf80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 19:04:41.850","2026/01/24 19:04:41.850","csa_db",6,"deadlock victim=process1e6144e8108"
"2026/01/24 19:04:41.850","2026/01/24 19:04:41.850","csa_db",6,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d806b280 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 19:04:41.850","2026/01/24 19:04:41.850","csa_db",6,"owner id=process1e6144e8108 mode=RangeS-S"
"2026/01/24 19:00:24.830","2026/01/24 19:00:24.830","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0cb79e280 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:44:03.100","2026/01/24 18:44:03.100","csa_db",1,"owner id=process1db28e47848 mode=RangeI-N requestType=convert"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",3,"deadlock victim=process1db26e3d848"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",30,"deadlock victim=process1dc00f6e108"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",3,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d8111b80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",7,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e0d8111b80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",22,"owner id=process1db26e3d848 mode=RangeI-N requestType=convert"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",3,"owner id=process1db26e3d848 mode=RangeS-S"
"2026/01/24 18:33:05.380","2026/01/24 18:41:50.190","csa_db",31,"owner id=process1dbdc5228c8 mode=RangeS-S"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",3,"owner id=process1dc00f6e108 mode=RangeI-N requestType=convert"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",15,"owner id=process1dced0b1468 mode=RangeS-S"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",4,"owner id=process1e615a50ca8 mode=RangeI-N requestType=convert"
"2026/01/24 18:41:50.190","2026/01/24 18:41:50.190","csa_db",12,"owner id=process1e615a50ca8 mode=RangeS-S"
"2026/01/24 18:37:28.160","2026/01/24 18:37:28.160","csa_db",1,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1dee6a6a680 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:36:21.690","2026/01/24 18:36:21.690","csa_db",19,"deadlock victim=process1dbeda55848"
"2026/01/24 17:22:22.930","2026/01/24 18:36:21.690","csa_db",41,"owner id=process1db2ae51468 mode=RangeI-N requestType=convert"
"2026/01/24 17:43:08.740","2026/01/24 18:36:21.690","csa_db",22,"owner id=process1db2ae51468 mode=RangeS-S"
"2026/01/24 18:28:42.080","2026/01/24 18:36:21.690","csa_db",7,"owner id=process1dbeda504e8 mode=RangeI-N requestType=convert"
"2026/01/24 18:36:21.690","2026/01/24 18:36:21.690","csa_db",2,"owner id=process1e5f03668c8 mode=RangeS-S"
"2026/01/24 18:34:14.380","2026/01/24 18:34:14.380","csa_db",1,"owner id=process1db26e1f468 mode=RangeS-S"
"2026/01/24 18:33:05.380","2026/01/24 18:33:05.380","csa_db",2,"deadlock victim=process1dbcadf4108"
"2026/01/24 18:33:05.380","2026/01/24 18:33:05.380","csa_db",18,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e1607d8c80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:33:05.380","2026/01/24 18:33:05.380","csa_db",18,"owner id=process1dbeda53088 mode=RangeS-S"
"2026/01/24 18:29:53.570","2026/01/24 18:29:53.570","csa_db",1,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e155eaaa80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:29:53.570","2026/01/24 18:29:53.570","csa_db",4,"owner id=process1db2ae51848 mode=RangeI-N requestType=convert"
"2026/01/24 18:29:53.570","2026/01/24 18:29:53.570","csa_db",7,"owner id=process1db2ae51848 mode=RangeS-S"
"2026/01/24 17:25:37.330","2026/01/24 18:29:53.570","csa_db",24,"owner id=process1dc2baa8ca8 mode=RangeI-N requestType=convert"
"2026/01/24 18:28:42.080","2026/01/24 18:28:42.080","csa_db",17,"deadlock victim=process1dc2baa9468"
"2026/01/24 18:12:29.130","2026/01/24 18:28:42.080","csa_db",24,"owner id=process1dbdf8e48c8 mode=RangeS-S"
"2026/01/24 18:24:25.080","2026/01/24 18:24:25.080","csa_db",1,"deadlock victim=process1db24e33848"
"2026/01/24 18:23:18.620","2026/01/24 18:23:18.620","csa_db",10,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1dc8cd11200 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:23:18.620","2026/01/24 18:23:18.620","csa_db",10,"owner id=process1db28e51c28 mode=RangeI-N requestType=convert"
"2026/01/24 18:23:18.620","2026/01/24 18:23:18.620","csa_db",20,"owner id=process1db28e51c28 mode=RangeS-S"
"2026/01/24 18:16:48.700","2026/01/24 18:16:48.700","csa_db",24,"deadlock victim=process1db2ae51468"
"2026/01/24 18:12:29.130","2026/01/24 18:16:48.700","csa_db",21,"owner id=process1dbdf8e48c8 mode=RangeI-N requestType=convert"
"2026/01/24 18:16:48.700","2026/01/24 18:16:48.700","csa_db",3,"owner id=process1dbe6abc4e8 mode=RangeS-S"
"2026/01/24 18:16:48.700","2026/01/24 18:16:48.700","csa_db",8,"owner id=process1dc29be1848 mode=RangeI-N requestType=convert"
"2026/01/24 18:16:48.700","2026/01/24 18:16:48.700","csa_db",15,"owner id=process1e5f0bd3848 mode=RangeI-N requestType=convert"
"2026/01/24 18:12:29.130","2026/01/24 18:12:29.130","csa_db",19,"deadlock victim=process1dbd773dc28"
"2026/01/24 18:12:29.130","2026/01/24 18:12:29.130","csa_db",6,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df1870f080 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:12:29.130","2026/01/24 18:12:29.130","csa_db",6,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1df1870f080 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:12:29.130","2026/01/24 18:12:29.130","csa_db",6,"owner id=process1dbd773dc28 mode=RangeS-S"
"2026/01/24 18:12:29.130","2026/01/24 18:12:29.130","csa_db",7,"owner id=process1e5b71c64e8 mode=RangeI-N requestType=convert"
"2026/01/24 18:12:24.110","2026/01/24 18:12:24.110","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d0b13780 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:11:22.680","2026/01/24 18:11:22.680","csa_db",19,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d29ba180 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 18:11:22.680","2026/01/24 18:11:22.680","csa_db",8,"owner id=process1db28e3cca8 mode=RangeI-N requestType=convert"
"2026/01/24 18:07:01.870","2026/01/24 18:07:01.870","csa_db",7,"owner id=process1dbc17c8108 mode=RangeI-N requestType=convert"
"2026/01/24 18:07:01.860","2026/01/24 18:07:01.870","csa_db",8,"owner id=process1e588c80ca8 mode=RangeI-N requestType=convert"
"2026/01/24 18:07:01.870","2026/01/24 18:07:01.870","csa_db",7,"owner id=process1e588c80ca8 mode=RangeS-S"
"2026/01/24 18:07:01.860","2026/01/24 18:07:01.860","csa_db",3,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e0aa21e080 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:17:59.630","2026/01/24 18:07:01.860","csa_db",8,"owner id=process1dc29be1c28 mode=RangeI-N requestType=convert"
"2026/01/24 18:06:00.420","2026/01/24 18:06:00.420","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df218e5d80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:57:15.080","2026/01/24 17:57:15.080","csa_db",3,"owner id=process1e0b2e19848 mode=RangeS-S"
"2026/01/24 17:49:39.300","2026/01/24 17:49:39.300","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0ca837580 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:13:38.840","2026/01/24 17:43:08.740","csa_db",13,"owner id=process1dbe6abd468 mode=RangeI-N requestType=convert"
"2026/01/24 17:22:17.920","2026/01/24 17:41:57.250","csa_db",12,"deadlock victim=process1dbe6abd468"
"2026/01/24 17:34:18.320","2026/01/24 17:34:18.320","csa_db",1,"owner id=process1dc29be1468 mode=RangeI-N requestType=convert"
"2026/01/24 17:28:45.420","2026/01/24 17:34:18.320","csa_db",5,"owner id=process1dc29be1468 mode=RangeS-S"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.150","csa_db",49,",segment_number=@segment"
"2026/01/24 17:29:58.150","2026/01/24 17:29:58.150","csa_db",72,",update_date=@update_date"
"2026/01/24 17:29:58.150","2026/01/24 17:29:58.150","csa_db",39,"frame procname=csa_db.dbo.usp_set_customer_profile line=41 stmtstart=2270 stmtend=2656 sqlhandle=0x03000600ec3b871cb075c700b8af000001000000000000000000000000000000000000000000000000000000"
"2026/01/24 17:29:58.150","2026/01/24 17:29:58.150","csa_db",9,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d6ee5c00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.150","csa_db",20,"owner id=process1e7ccf8c4e8 mode=RangeS-U"
"2026/01/24 17:28:45.420","2026/01/24 17:29:58.140","csa_db",21,"deadlock victim=process1e588c81c28"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",14,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e0d6ee5c00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",15,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e2cb78bc80 mode=RangeS-U associatedObjectId=72057594048937984"
"2026/01/24 17:13:38.840","2026/01/24 17:29:58.140","csa_db",17,"owner id=process1dbe6abd468 mode=RangeS-S"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",21,"owner id=process1e588c81c28 mode=RangeI-N requestType=convert"
"2026/01/24 17:25:37.330","2026/01/24 17:29:58.140","csa_db",24,"owner id=process1e588c81c28 mode=RangeS-S"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",13,"owner id=process1e5f0367468 mode=RangeS-S"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",8,"owner id=process1e642b48ca8 mode=RangeS-S requestType=wait"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",39,"owner id=process1e642b49848 mode=RangeI-N requestType=convert"
"2026/01/24 17:22:22.930","2026/01/24 17:29:58.140","csa_db",40,"owner id=process1e642b49848 mode=RangeS-S"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",7,"update dbo.account_customer set account_status=@account_status"
"2026/01/24 17:29:58.140","2026/01/24 17:29:58.140","csa_db",42,"where customer_id=@customer_id and account_number=@account_numbe     "
"2026/01/24 17:28:45.420","2026/01/24 17:28:45.420","csa_db",2,"deadlock victim=process1e642b48ca8"
"2026/01/24 17:28:45.420","2026/01/24 17:28:45.420","csa_db",8,"owner id=process1db24e29848 mode=RangeS-S"
"2026/01/24 17:14:40.300","2026/01/24 17:28:45.420","csa_db",8,"owner id=process1e615a51848 mode=RangeS-S"
"2026/01/24 17:27:48.970","2026/01/24 17:27:48.970","csa_db",9,"owner id=process1e7ccf8dc28 mode=RangeI-N requestType=convert"
"2026/01/24 17:27:43.960","2026/01/24 17:27:43.960","csa_db",2,"deadlock victim=process1dc29be1848"
"2026/01/24 17:27:43.960","2026/01/24 17:27:43.960","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d10dec80 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:25:37.330","2026/01/24 17:25:37.330","csa_db",22,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e2cb1a8080 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:25:37.330","2026/01/24 17:25:37.330","csa_db",11,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e32af11100 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:25:37.330","2026/01/24 17:25:37.330","csa_db",11,"owner id=process1db2ae65468 mode=RangeI-N requestType=convert"
"2026/01/24 17:25:37.330","2026/01/24 17:25:37.330","csa_db",11,"owner id=process1e7d3a6b848 mode=RangeI-N requestType=convert"
"2026/01/24 17:25:37.330","2026/01/24 17:25:37.330","csa_db",22,"owner id=process1e7d3a6b848 mode=RangeS-S"
"2026/01/24 17:22:22.940","2026/01/24 17:22:22.940","csa_db",20,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1df21924d00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:22:22.940","2026/01/24 17:22:22.940","csa_db",10,"owner id=process1db28e47848 mode=RangeS-S"
"2026/01/24 17:22:22.940","2026/01/24 17:22:22.940","csa_db",10,"owner id=process1dbc17c8ca8 mode=RangeS-S"
"2026/01/24 17:22:22.940","2026/01/24 17:22:22.940","csa_db",10,"owner id=process1dbe6aba108 mode=RangeI-N requestType=convert"
"2026/01/24 17:22:22.940","2026/01/24 17:22:22.940","csa_db",10,"owner id=process1dbe6aba108 mode=RangeS-S"
"2026/01/24 17:22:22.930","2026/01/24 17:22:22.930","csa_db",2,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df21924d00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:22:22.930","2026/01/24 17:22:22.930","csa_db",3,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0aa9c0580 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:22:22.930","2026/01/24 17:22:22.930","csa_db",3,"keylock hobtid=72057594048937984 dbid=6 objectname=unknown indexname=unknown id=lock1e0aa9c0580 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:22:22.930","2026/01/24 17:22:22.930","csa_db",3,"owner id=process1db24e29848 mode=RangeI-N requestType=convert"
"2026/01/24 17:20:11.290","2026/01/24 17:20:11.290","csa_db",1,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e0d8545980 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:17:59.630","2026/01/24 17:17:59.630","csa_db",6,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1df18745c00 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:17:59.630","2026/01/24 17:17:59.630","csa_db",14,"owner id=process1dbe855bc28 mode=RangeS-S"
"2026/01/24 17:17:59.630","2026/01/24 17:17:59.630","csa_db",1,"owner id=process1e615a51848 mode=RangeI-N requestType=convert"
"2026/01/24 17:13:38.840","2026/01/24 17:13:38.840","csa_db",4,"deadlock victim=process1e5f0bd3468"
"2026/01/24 17:13:38.840","2026/01/24 17:13:38.840","csa_db",3,"owner id=process1e7ccf8d088 mode=RangeI-N requestType=convert"
"2026/01/24 17:13:38.840","2026/01/24 17:13:38.840","csa_db",15,"owner id=process1e7ccf8d088 mode=RangeS-S"
"2026/01/24 17:06:01.180","2026/01/24 17:06:01.180","sps_db",2,"(@P0 nvarchar(4000),@P1 nvarchar(4000),@P2 int,@P3 bigint)DECLARE @status table"
"2026/01/24 17:06:01.180","2026/01/24 17:06:01.180","sps_db",2,"declare @minTime datetimeoffset(7),"
"2026/01/24 17:06:01.180","2026/01/24 17:06:01.180","sps_db",2,"frame procname=adhoc line=6 stmtstart=260 stmtend=780 sqlhandle=0x020000006747a8207896bb6391d2b3ffa90e08c915ac7c760000000000000000000000000000000000000000"
"2026/01/24 17:06:01.180","2026/01/24 17:06:01.180","sps_db",2,"frame procname=adhoc line=7 stmtstart=400 stmtend=8812 sqlhandle=0x020000007971bd05b83247a907a89dd8be3e9301d90eb3bd0000000000000000000000000000000000000000"
"2026/01/24 17:04:53.470","2026/01/24 17:04:53.470","csa_db",3,"deadlock victim=process1db24e33468"
"2026/01/24 17:04:53.470","2026/01/24 17:04:53.470","csa_db",1,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e1600ad000 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:04:53.470","2026/01/24 17:04:53.470","csa_db",3,"keylock hobtid=72057594048937984 dbid=6 objectname=csa_db.dbo.account_customer indexname=IX_account_customer_customer_id_account_number_account_status id=lock1e32a970100 mode=RangeS-S associatedObjectId=72057594048937984"
"2026/01/24 17:04:53.470","2026/01/24 17:04:53.470","csa_db",4,"owner id=process1e642b49c28 mode=RangeI-N requestType=convert"
"2026/01/24 17:04:53.470","2026/01/24 17:04:53.470","csa_db",1,"owner id=process1e642b49c28 mode=RangeS-S"
"2026/01/24 17:04:48.470","2026/01/24 17:04:48.470","csa_db",2,"deadlock victim=process1db24e5b088"
